DOT,SELL,LIMIT,IOC,3.2,4.335,4.361,FILLED,3.2,3.2,1723973377449,13.872
RUNE,SELL,LIMIT,IOC,662,3.9095,3.9640,FILLED,308,662,1723973380148,2588.089
SYN,BUY,LIMIT,IOC,56,0.7845168,0.7731000,FILLED,56,56,1723973396058,43.9329408
SYN,BUY,LIMIT,IOC,454,0.7873791,0.7740000,FILLED,454,454,1723973398137,357.4701114
BB,SELL,LIMIT,IOC,2763,0.3073382,0.3115587,FILLED,1110,2763,1723973399364,849.1754466
BB,SELL,LIMIT,IOC,3191,0.3072101,0.3112890,FILLED,273,3191,1723973400386,980.3074290999999
BB,SELL,LIMIT,IOC,4333,0.3067942,0.3108000,FILLED,1383,4333,1723973403119,1329.3392686
BB,SELL,LIMIT,IOC,946,0.3064189,0.3107000,FILLED,946,946,1723973404123,289.87227939999997
TNSR,SELL,LIMIT,IOC,20.5,0.3645115,0.3701000,FILLED,20.5,20.5,1723973410176,7.47248575
BB,SELL,LIMIT,IOC,104,0.3062651,0.3108000,FILLED,34,104,1723973421351,31.8515704
SYN,BUY,LIMIT,IOC,76,0.7870310,0.7756000,FILLED,76,76,1723973432101,59.814356000000004
RARE,SELL,LIMIT,IOC,104,0.2925573,0.2970000,FILLED,104,104,1723973432101,30.4259592
SYN,BUY,LIMIT,IOC,1232,0.7906146,0.7778664,FILLED,105,1232,1723973434069,974.0371872
KLAY,BUY,LIMIT,IOC,34.4,0.1507,0.1485,FILLED,34.4,34.4,1723973434512,5.18408
1000LUNC,BUY,LIMIT,IOC,62,0.0773727,0.0773727,FILLED,62,62,1723973434512,4.7971074
SYN,BUY,LIMIT,IOC,970,0.7906850,0.7791000,FILLED,970,970,1723973440073,766.9644499999999
RARE,BUY,LIMIT,IOC,350,0.3028760,0.2986000,FILLED,350,350,1723973440073,106.00659999999999
BANANA,BUY,LIMIT,IOC,2.6,57.5129450,56.6301923,FILLED,0.1,2.6,1723973440073,149.533657
AUCTION,BUY,LIMIT,IOC,8.81,17.352439,17.098765,FILLED,6.31,8.81,1723973440073,152.87498759000002
LISTA,BUY,LIMIT,IOC,113,0.4396152,0.4367000,FILLED,113,113,1723973440073,49.6765176
BAKE,BUY,LIMIT,IOC,3566,0.3628,0.3577,FILLED,1970,3566,1723973440320,1293.7448
BB,BUY,LIMIT,IOC,3994,0.3160710,0.3115807,FILLED,2660,3994,1723973440320,1262.3875739999999
SYN,BUY,LIMIT,IOC,160,0.7908380,0.7796000,FILLED,160,160,1723973441441,126.53408
SYN,BUY,LIMIT,IOC,38,0.7912940,0.7793000,FILLED,38,38,1723973442542,30.069172000000002
HOOK,SELL,LIMIT,IOC,26.7,0.416504,0.425100,FILLED,26.7,26.7,1723973442542,11.120656799999999
NOT,SELL,LIMIT,IOC,1068,0.0106666,0.0108280,FILLED,1068,1068,1723973442542,11.3919288
RARE,BUY,LIMIT,IOC,1326,0.3030582,0.2984000,FILLED,1291,1326,1723973443456,401.8551732
SYN,BUY,LIMIT,IOC,3211,0.7913389,0.7808000,FILLED,3211,3211,1723973447259,2540.9892078999997
LISTA,BUY,LIMIT,IOC,2114,0.4430378,0.4366384,FILLED,563,2114,1723973447433,936.5819091999999
SYN,BUY,LIMIT,IOC,14,0.7918560,0.7830000,FILLED,14,14,1723973448457,11.085984
RARE,BUY,LIMIT,IOC,71,0.3023684,0.2978000,FILLED,71,71,1723973449156,21.468156399999998
SYN,BUY,LIMIT,IOC,190,0.7934760,0.7833000,FILLED,4,190,1723973449522,150.76044
IO,BUY,LIMIT,IOC,8.6,1.8043506,1.7820000,FILLED,8.6,8.6,1723973452201,15.517415159999999
BANANA,BUY,LIMIT,IOC,19.6,57.8554670,57.0640051,FILLED,2.8,19.6,1723973453247,1133.9671532
IO,BUY,LIMIT,IOC,247.4,1.8103750,1.7840000,FILLED,247.4,247.4,1723973455117,447.886775
REZ,SELL,LIMIT,IOC,1972,0.0453507,0.0460300,FILLED,1972,1972,1723973461392,89.4315804
SYNUSDT,BUY,LIMIT,IOC,13888.0,0.7973192,0.7848465,FILLED,265,13888,1723973469561,11073.1690496
BTCUSDT,BUY,LIMIT,IOC,0.3,59910.98,59672.30,FILLED,0.109,0.300,1723973590302,17973.294
ETHUSDT,BUY,LIMIT,IOC,10.0,2631.66,2622.08,FILLED,0.168,10.000,1723973590302,26316.6
ARBUSDT,SELL,LIMIT,IOC,46597.2,0.540385,0.542100,FILLED,46597.2,46597.2,1723973591521,25180.427922
RAREUSDT,BUY,LIMIT,IOC,34390.0,0.321287,0.3151707,FILLED,436,34390,1723973595120,11049.05993
ETHUSDT,BUY,LIMIT,IOC,19.106,2632.62,2623.32,FILLED,1.640,19.106,1723973610525,50298.83772
TLMUSDT,SELL,LIMIT,IOC,968258.0,0.0105222,0.0107048,FILLED,345210,968258,1723973659169,10188.2043276
RAREUSDT,SELL,LIMIT,IOC,46759.0,0.2966904,0.3020227,FILLED,1985,46759,1723973662088,13872.9464136
BTCUSDT,BUY,LIMIT,IOC,0.188,60013.49,59774.50,FILLED,0.188,0.188,1723974428473,11282.536119999999
